Larvae,Mesocosm_id,Microbe_treatment,Food_type,Pupated,Exp_startday,Exp_day,Date_pupated,Sample_id(P#),Dry_weight1,Dry_weight2,Dry_weight3,Dry_weightAVG
846,L_EMO.5,EMO,Larval food,1,6/22/23,8,6/30/23,P49,0.697,0.698,0.698,0.698
847,L_EMO.5,EMO,Larval food,1,6/22/23,8,6/30/23,P50,0.592,0.59,0.59,0.591
848,L_EMO.5,EMO,Larval food,1,6/22/23,8,6/30/23,P92,0.633,0.634,0.633,0.633
849,L_EMO.5,EMO,Larval food,1,6/22/23,9,7/1/23,P113,0.976,0.979,0.977,0.977
850,L_EMO.5,EMO,Larval food,1,6/22/23,9,7/1/23,P114,0.538,0.538,0.537,0.538
851,L_EMO.5,EMO,Larval food,1,6/22/23,9,7/1/23,P115,1.117,1.12,1.12,1.119
852,L_EMO.5,EMO,Larval food,1,6/22/23,9,7/1/23,P159,0.585,0.585,0.586,0.585
853,L_EMO.5,EMO,Larval food,1,6/22/23,9,7/1/23,P160,0.994,0.992,0.992,0.993
854,L_EMO.5,EMO,Larval food,1,6/22/23,9,7/1/23,P161,1.144,1.147,1.143,1.145
855,L_EMO.5,EMO,Larval food,1,6/22/23,10,7/2/23,P229,0.632,0.633,0.635,0.633
856,L_EMO.5,EMO,Larval food,0,6/22/23,,,,,,,
857,L_EMO.5,EMO,Larval food,0,6/22/23,,,,,,,
858,L_EMO.5,EMO,Larval food,0,6/22/23,,,,,,,
859,L_EMO.5,EMO,Larval food,0,6/22/23,,,,,,,
860,L_EMO.5,EMO,Larval food,0,6/22/23,,,,,,,
861,L_MEM.1,MEM,Larval food,1,6/22/23,9,7/1/23,P119,0.593,0.594,0.593,0.593
862,L_MEM.1,MEM,Larval food,1,6/22/23,10,7/2/23,P190,0.532,0.531,0.527,0.53
863,L_MEM.1,MEM,Larval food,1,6/22/23,11,7/3/23,P237,0.983,0.984,0.982,0.983
864,L_MEM.1,MEM,Larval food,1,6/22/23,12,7/4/23,P258,0.869,0.871,0.871,0.87
865,L_MEM.1,MEM,Larval food,1,6/22/23,12,7/4/23,P259,0.952,0.952,0.954,0.953
866,L_MEM.1,MEM,Larval food,1,6/22/23,13,7/5/23,P268,0.801,0.802,0.803,0.802
867,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
868,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
869,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
870,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
871,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
872,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
873,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
874,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
875,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
876,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
877,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
878,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
879,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
880,L_MEM.1,MEM,Larval food,0,6/22/23,,,,,,,
881,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
882,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
883,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
884,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
885,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
886,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
887,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
888,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
889,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
890,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
891,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
892,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
893,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
894,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
895,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
896,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
897,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
898,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
899,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
900,L_MEM.2,MEM,Larval food,0,6/22/23,,,,,,,
901,L_MEM.3,MEM,Larval food,1,6/22/23,8,6/30/23,P43,0.699,0.699,0.701,0.7
902,L_MEM.3,MEM,Larval food,1,6/22/23,9,7/1/23,P143,0.519,0.52,0.52,0.52
903,L_MEM.3,MEM,Larval food,1,6/22/23,9,7/1/23,P162,0.636,0.637,0.637,0.637
904,L_MEM.3,MEM,Larval food,1,6/22/23,10,7/2/23,P224,1.099,1.106,1.103,1.103
905,L_MEM.3,MEM,Larval food,1,6/22/23,10,7/2/23,P225,1.006,1.007,1.005,1.006
906,L_MEM.3,MEM,Larval food,1,6/22/23,10,7/2/23,P226,1.085,1.082,1.084,1.084
907,L_MEM.3,MEM,Larval food,1,6/22/23,10,7/2/23,P227,0.656,0.657,0.659,0.657
908,L_MEM.3,MEM,Larval food,1,6/22/23,10,7/2/23,P228,0.684,0.685,0.687,0.685
909,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
910,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
911,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
912,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
913,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
914,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
915,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
916,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
917,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
918,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
919,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
920,L_MEM.3,MEM,Larval food,0,6/22/23,,,,,,,
921,L_MEM.4,MEM,Larval food,1,6/22/23,9,7/1/23,P142,1.038,1.039,1.041,1.039
922,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
923,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
924,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
925,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
926,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
927,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
928,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
929,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
930,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
931,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
932,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
933,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
934,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
935,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
936,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
937,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
938,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
939,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
940,L_MEM.4,MEM,Larval food,0,6/22/23,,,,,,,
941,L_MEM.5,MEM,Larval food,1,6/22/23,9,7/1/23,P137,0.598,0.6,0.6,0.599
942,L_MEM.5,MEM,Larval food,1,6/22/23,9,7/1/23,P138,0.665,0.664,0.664,0.664
943,L_MEM.5,MEM,Larval food,1,6/22/23,9,7/1/23,P139,0.659,0.661,0.66,0.66
944,L_MEM.5,MEM,Larval food,1,6/22/23,9,7/1/23,P140,0.622,0.624,0.624,0.623
945,L_MEM.5,MEM,Larval food,1,6/22/23,9,7/1/23,P141,0.602,0.603,0.603,0.603
946,L_MEM.5,MEM,Larval food,1,6/22/23,10,7/2/23,P189,0.942,0.94,0.94,0.941
947,L_MEM.5,MEM,Larval food,1,6/22/23,11,7/3/23,P242,0.75,0.75,0.751,0.75
948,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
949,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
950,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
951,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
952,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
953,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
954,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
955,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
956,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
957,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
958,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
959,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
960,L_MEM.5,MEM,Larval food,0,6/22/23,,,,,,,
961,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P1,1.078,1.078,1.079,1.078
962,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P2,0.616,0.612,0.609,0.612
963,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P3,0.753,0.752,0.752,0.752
964,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P4,0.586,0.586,0.587,0.586
965,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P5,0.59,0.59,0.59,0.59
966,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P6,0.679,0.679,0.68,0.679
967,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P7,0.773,0.777,0.777,0.776
968,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P42,0.971,0.971,0.97,0.971
969,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P76,1.065,1.065,1.067,1.066
970,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P82,0.767,0.769,0.769,0.768
971,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P83,0.633,0.628,0.632,0.631
972,L_MMO.1,MMO,Larval food,1,6/22/23,8,6/30/23,P96,0.808,0.808,0.807,0.808
973,L_MMO.1,MMO,Larval food,1,6/22/23,9,7/1/23,P126,0.655,0.656,0.656,0.656
974,L_MMO.1,MMO,Larval food,1,6/22/23,9,7/1/23,P127,0.958,0.953,0.952,0.954
975,L_MMO.1,MMO,Larval food,1,6/22/23,9,7/1/23,P128,0.636,0.636,0.636,0.636
976,L_MMO.1,MMO,Larval food,1,6/22/23,9,7/1/23,P129,0.604,0.604,0.605,0.604
977,L_MMO.1,MMO,Larval food,1,6/22/23,9,7/1/23,P130,1.072,1.072,1.072,1.072
978,L_MMO.1,MMO,Larval food,1,6/22/23,10,7/2/23,P221,0.559,0.56,0.558,0.559
979,L_MMO.1,MMO,Larval food,0,6/22/23,,,,,,,
980,L_MMO.1,MMO,Larval food,0,6/22/23,,,,,,,
981,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P8,0.441,0.44,0.439,0.44
982,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P9,1.065,1.066,1.064,1.065
983,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P10,0.664,0.661,0.66,0.662
984,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P11,0.638,0.634,0.637,0.636
985,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P12,0.672,0.672,0.676,0.673
986,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P13,0.705,0.707,0.706,0.706
987,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P14,0.789,0.788,0.785,0.787
988,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P15,0.616,0.611,0.613,0.613
989,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P16,0.693,0.695,0.694,0.694
990,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P17,0.601,0.605,0.605,0.604
991,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P18,0.59,0.592,0.593,0.592
992,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P77,1.135,1.137,1.135,1.136
993,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P78,0.632,0.632,0.631,0.632
994,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P79,0.615,0.613,0.612,0.613
995,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P86,0.651,0.651,0.653,0.652
996,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P97,0.678,0.679,0.678,0.678
997,L_MMO.2,MMO,Larval food,1,6/22/23,8,6/30/23,P98,0.895,0.894,0.894,0.894
998,L_MMO.2,MMO,Larval food,1,6/22/23,9,7/1/23,P120,0.546,0.545,0.541,0.544
999,L_MMO.2,MMO,Larval food,0,6/22/23,,,,,,,
1000,L_MMO.2,MMO,Larval food,0,6/22/23,,,,,,,
1001,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P19,0.675,0.677,0.67,0.674
1002,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P20,1.012,1.017,1.02,1.016
1003,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P21,1.255,1.254,1.254,1.254
1004,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P22,0.668,0.668,0.665,0.667
1005,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P23,0.628,0.628,0.631,0.629
1006,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P24,0.679,0.678,0.678,0.678
1007,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P25,0.696,0.697,0.7,0.698
1008,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P26,0.654,0.658,0.659,0.657
1009,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P84,0.766,0.768,0.767,0.767
1010,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P85,0.659,0.658,0.658,0.658
1011,L_MMO.3,MMO,Larval food,1,6/22/23,8,6/30/23,P95,0.588,0.59,0.59,0.589
1012,L_MMO.3,MMO,Larval food,1,6/22/23,9,7/1/23,P163,0.54,0.543,0.542,0.542
1013,L_MMO.3,MMO,Larval food,1,6/22/23,9,7/1/23,P164,0.597,0.598,0.597,0.597
1014,L_MMO.3,MMO,Larval food,1,6/22/23,9,7/1/23,P165,1.088,1.088,1.09,1.089
1015,L_MMO.3,MMO,Larval food,1,6/22/23,9,7/1/23,P166,1.085,1.082,1.081,1.083
1016,L_MMO.3,MMO,Larval food,1,6/22/23,9,7/1/23,P167,0.554,0.555,0.555,0.555
1017,L_MMO.3,MMO,Larval food,1,6/22/23,10,7/2/23,P223,0.875,0.87,0.873,0.873
1018,L_MMO.3,MMO,Larval food,0,6/22/23,,,,,,,
1019,L_MMO.3,MMO,Larval food,0,6/22/23,,,,,,,
1020,L_MMO.3,MMO,Larval food,0,6/22/23,,,,,,,
1021,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P27,1.327,1.325,1.325,1.326
1022,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P28,0.649,0.649,0.649,0.649
1023,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P29,1.113,1.11,1.11,1.111
1024,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P30,0.575,0.578,0.577,0.577
1025,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P31,0.724,0.726,0.727,0.726
1026,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P32,0.689,0.689,0.688,0.689
1027,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P33,0.679,0.679,0.679,0.679
1028,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P34,1.147,1.148,1.147,1.147
1029,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P35,0.688,0.689,0.689,0.689
1030,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P36,0.716,0.717,0.718,0.717
1031,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P38,0.962,0.962,0.962,0.962
1032,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P39,0.981,0.981,0.982,0.981
1033,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P40,0.572,0.571,0.571,0.571
1034,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P41,0.66,0.662,0.662,0.661
1035,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P87,1.135,1.132,1.133,1.133
1036,L_MMO.4,MMO,Larval food,1,6/22/23,8,6/30/23,P94,0.712,0.716,0.715,0.714
1037,L_MMO.4,MMO,Larval food,1,6/22/23,9,7/1/23,P149,1.256,1.257,1.257,1.257
1038,L_MMO.4,MMO,Larval food,1,6/22/23,9,7/1/23,P168,0.783,0.786,0.783,0.784
1039,L_MMO.4,MMO,Larval food,1,6/22/23,9,7/1/23,P169,0.624,0.624,0.625,0.624
1040,L_MMO.4,MMO,Larval food,1,6/22/23,9,7/1/23,P170,1.05,1.053,1.053,1.052
1041,L_MMO.4,MMO,Larval food,1,6/22/23,10,7/2/23,P218,0.522,0.526,0.523,0.524
1042,L_MMO.4,MMO,Larval food,1,6/22/23,14,7/6/23,P152,0.887,0.887,0.888,0.887
1043,L_MMO.5,MMO,Larval food,1,6/22/23,8,6/30/23,P88,0.669,0.668,0.668,0.668
1044,L_MMO.5,MMO,Larval food,1,6/22/23,8,6/30/23,P89,0.755,0.757,0.759,0.757
1045,L_MMO.5,MMO,Larval food,1,6/22/23,8,6/30/23,P93,1.165,1.163,1.165,1.164
1046,L_MMO.5,MMO,Larval food,1,6/22/23,9,7/1/23,P144,0.661,0.662,0.661,0.661
1047,L_MMO.5,MMO,Larval food,1,6/22/23,9,7/1/23,P145,0.667,0.667,0.667,0.667
1048,L_MMO.5,MMO,Larval food,1,6/22/23,9,7/1/23,P146,0.975,0.976,0.979,0.977
1049,L_MMO.5,MMO,Larval food,1,6/22/23,9,7/1/23,P147,0.606,0.61,0.611,0.609
1050,L_MMO.5,MMO,Larval food,1,6/22/23,9,7/1/23,P148,0.615,0.616,0.614,0.615
1051,L_MMO.5,MMO,Larval food,1,6/22/23,10,7/2/23,P217,0.694,0.695,0.696,0.695
1052,L_MMO.5,MMO,Larval food,1,6/22/23,12,7/4/23,P260,0.561,0.563,0.561,0.562
1053,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1054,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1055,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1056,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1057,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1058,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1059,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1060,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1061,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1062,L_MMO.5,MMO,Larval food,0,6/22/23,,,,,,,
1063,L_larvae,None_larvae,Larval food,1,6/22/23,8,6/30/23,P100,0.605,0.6,0.601,0.602
1064,L_larvae,None_larvae,Larval food,1,6/22/23,8,6/30/23,P101,1.002,1.003,1.001,1.002
1065,L_larvae,None_larvae,Larval food,1,6/22/23,8,6/30/23,P102,0.638,0.64,0.64,0.586
1066,L_larvae,None_larvae,Larval food,1,6/22/23,8,6/30/23,P103,0.617,0.617,0.62,0.618
1067,L_larvae,None_larvae,Larval food,1,6/22/23,8,6/30/23,P104,0.585,0.585,0.587,0.586
1068,L_larvae,None_larvae,Larval food,1,6/22/23,9,7/1/23,P107,1.025,1.026,1.028,1.026
1069,L_larvae,None_larvae,Larval food,1,6/22/23,9,7/1/23,P108,1.052,1.055,1.05,1.052
1070,L_larvae,None_larvae,Larval food,1,6/22/23,9,7/1/23,P171,1.238,1.239,1.237,1.238
1071,L_larvae,None_larvae,Larval food,1,6/22/23,16,7/8/23,P294,0.703,0.704,0.704,0.704
1072,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1073,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1074,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1075,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1076,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1077,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1078,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1079,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1080,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1081,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,
1082,L_larvae,None_larvae,Larval food,0,6/22/23,,,,,,,